text,label,cleaned_text
ive had that vomity shocked feeling from jealousy before and its not something you want to keep feeling and its definitely something you want to get resolved as soon as possible,1,ive vomity shocked feeling jealousy something want keep feeling definitely something want get resolved soon possible
i like to read this when i am feeling inadequate i know mistakes happen and sometimes they are the perfect mistake,0,like read feeling inadequate know mistake happen sometimes perfect mistake
i am sure at least i hope so that the woman who responded by saying so that he could help out with the kids also feel this way but what surprised me was that all the reasons i listed above were second,5,sure least hope woman responded saying could help kid also feel way surprised reason listed second
i loved the feeling i got during an amazing slalom run whether it was in training or in a race,5,loved feeling got amazing slalom run whether training race
i felt out of control i hated myself for feeling it then felt more out of control hated myself for hating that i hated it and it just got worse until i was walking to work in a haze trying to not curl up on the pavement and just,3,felt control hated feeling felt control hated hating hated got worse walking work haze trying curl pavement
i have a feeling if he balks at the soup it will be divine enough for me to finish all by myself,1,feeling balk soup divine enough finish
i feel festive,1,feel festive
ill smoke a few cigarettes because im feeling a little nervous,4,ill smoke cigarette im feeling little nervous
i may not feel hopeful and many days i do not but these truths i must call to mind the lord is my portion therefore i will hope in him,1,may feel hopeful many day truth must call mind lord portion therefore hope
i just feel heartbroken vunerable and sick tonight,0,feel heartbroken vunerable sick tonight
im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,4,im feeling indecisive turning eighteen hey age come ups down right
i stop feeling so mad i ll stop behaving like this,3,stop feeling mad stop behaving like
i invite him to send me an email detailing all the ways he feels that ive wronged him and i promise to post it unedited outside of names or what not in this blog,3,invite send email detailing way feel ive wronged promise post unedited outside name blog
i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing,4,feeling reluctant whole day today thing feel like sticking as bench ground heart heart talk favs staring space nothing
im feeling hot already after tackling the front hedge,2,im feeling hot already tackling front hedge
im feeling confused but ill keep trudging through,4,im feeling confused ill keep trudging
im feeling quite cold actually,3,im feeling quite cold actually
this happened when i could not get into the school i had initially wanted,3,happened could get school initially wanted
i feel that is why she suddenly got mad at mom,3,feel suddenly got mad mom
i could also feel very bad about myself for not being able to keep up,0,could also feel bad able keep
i feel scared and stupid,4,feel scared stupid
i feel like our relationship revovles around sex and when we do he wants it to be really adventurous trying new things using toys etc ansi just find it exhausting trying to keep up,1,feel like relationship revovles around sex want really adventurous trying new thing using toy etc ansi find exhausting trying keep
i try to feel confident about it but when ever our eyes meet i feel strong like in gym we have the exercise machines and i could only do lbs on average and i always wanted to do,1,try feel confident ever eye meet feel strong like gym exercise machine could lb average always wanted
i feel about them i still end up nervous and have those naughty butterflies flying around my stomach,4,feel still end nervous naughty butterfly flying around stomach
i am feeling very anxious about going to therapy w,4,feeling anxious going therapy w
i feel angry thinking how much the government has gulped away over money,3,feel angry thinking much government gulped away money
i am feeling a bit adventurous i put on red lipstick rouge artist and intense from make up for ever,1,feeling bit adventurous put red lipstick rouge artist intense make ever
i have no idea why this particular region seems to lack a visibly necessary outer carniola as well and i feel actually somewhat bothered by this possible evidence of lack of suburban spirit,3,idea particular region seems lack visibly necessary outer carniola well feel actually somewhat bothered possible evidence lack suburban spirit
im putting it in my palm and blowing on it hoping it gets to the ears of the universe and its feeling a little generous the day it reaches them,1,im putting palm blowing hoping get ear universe feeling little generous day reach
i am feeling generous so you can pick any reason you like but make sure you take your wise mothers advice so i dont feel the need to drag all this to court,1,feeling generous pick reason like make sure take wise mother advice dont feel need drag court
i feel like telling these horny devils to find a site more suited to that sort of interest the playboy if there is one forum perhaps,2,feel like telling horny devil find site suited sort interest playboy one forum perhaps
i used to get the worthless feeling like i said previously my gear was going on ebay but now catch or not i m not bothered it is all about having a go i think a little more when fish are thin on the ground but not dejected or angry,3,used get worthless feeling like said previously gear going ebay catch bothered go think little fish thin ground dejected angry
i understand the logic of having a student congress but i cant help but feel thats its really really really boring,0,understand logic student congress cant help feel thats really really really boring
i am feeling unsure about my words but it also means i am writing which is good,4,feeling unsure word also mean writing good
i want to be someone that people can approach and feel accepted by and not judged because i do feel that people feel judged by me,1,want someone people approach feel accepted judged feel people feel judged
i has for this other woman she feels greedy and wants kairi all for herself,3,woman feel greedy want kairi
i can admit that even though i feel horrible now,0,admit even though feel horrible
i feel almost angry that i have been fed like a lab rat for so many years,3,feel almost angry fed like lab rat many year
i feel totally drained emotionally and physically the holy spirit never ceases to fill me up and speak to me,0,feel totally drained emotionally physically holy spirit never cease fill speak
i feel very nostalgic because i have enjoyed this essence,2,feel nostalgic enjoyed essence
i feel myself getting agitated over something insignificant or feeling bored i m going to remember this quote,3,feel getting agitated something insignificant feeling bored going remember quote
im waiting in my paper gown and plastic slippers for them to call me feeling very apprehensive but a bit dopey in the head due to lack of food,4,im waiting paper gown plastic slipper call feeling apprehensive bit dopey head due lack food
i also intended to study but that didn t happen either so here i am feeling a little less virtuous amp holier than thou than i would if i had actually done something constructive over the past week,1,also intended study happen either feeling little less virtuous amp holier thou would actually done something constructive past week
i notice a lump or feel pain in any part of my body i will somehow become fearful or scared,4,notice lump feel pain part body somehow become fearful scared
i came away feeling that i should have felt unfortunate or cheated,0,came away feeling felt unfortunate cheated
i was feeling so regretful i didnt get it the other time,0,feeling regretful didnt get time
i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it,3,usually tell feeling frustrated whatever reason ask help fix
i always feel so delighted to know that there are so many other people who are just as inspired and in love with the old fashioned graphics and illustrations as i am,1,always feel delighted know many people inspired love old fashioned graphic illustration
i went into the movie i was feeling skeptical and slightly nervous that i was going to be disappointed,4,went movie feeling skeptical slightly nervous going disappointed
i feel without being disturbed by it,0,feel without disturbed
i feel like im so fucking loyal i would never do that to my boyfriend so why am i settling for someone who doesnt have the same values,2,feel like im fucking loyal would never boyfriend settling someone doesnt value
i cant feel them loving me back,2,cant feel loving back
im feeling a little saddened and troubled too sorry for a couple of friends who i wish i could give big hugs to,0,im feeling little saddened troubled sorry couple friend wish could give big hug
i hate all shopping when i feel rushed by hoards of people,3,hate shopping feel rushed hoard people
id feel like a heartless bitch if i didnt share these with anybody,3,id feel like heartless bitch didnt share anybody
i understand that students must pass the mcas and fulfill other tasks but as idealized in freedom writers students will respond better learn and understand faster if they feel respected and valued and if they are excited about their education,1,understand student must pas mcas fulfill task idealized freedom writer student respond better learn understand faster feel respected valued excited education
i always forgive and am still feeling hurt,0,always forgive still feeling hurt
i feel frustrated and upset and demotivated when i dont see a whole picture of the curriculum that im studying for example english class,3,feel frustrated upset demotivated dont see whole picture curriculum im studying example english class
im trying to focus on not feeling sorry for myself and not being upset over the loss of a material possession,0,im trying focus feeling sorry upset loss material possession
im feeling so disillusioned with it all right now,0,im feeling disillusioned right
i am beginning to feel startled by how little of last week i remember,4,beginning feel startled little last week remember
i feel superior because i actually know who their president is,1,feel superior actually know president
i feel like other books i pick up are going to be dull and boring in comparison,0,feel like book pick going dull boring comparison
i took steps and immediately remembered the feeling i had when my water broke with jack,0,took step immediately remembered feeling water broke jack
i feel most passionate and artistic and settled into my craft,1,feel passionate artistic settled craft
i cant let all these feeling in one blink im not a heartless person like you i give you a lot of change i give you a lot of change to come and change your decisions i give you a lot of change to find me but you threw it like a crap,3,cant let feeling one blink im heartless person like give lot change give lot change come change decision give lot change find threw like crap
im feeling a little stressed about it,0,im feeling little stressed
i was also feeling really pleased that i decided well cajoled bullied and ordered to go out running this evening,1,also feeling really pleased decided well cajoled bullied ordered go running evening
i am slowly paying off my debts and i feel generally happy about where i am and what im doing,1,slowly paying debt feel generally happy im
i need to take my own advice and the advice of many many writers who i admire get the butt in the chair every day even if youre feeling distracted or stressed or whatever,3,need take advice advice many many writer admire get butt chair every day even youre feeling distracted stressed whatever
i feel fearless janelle mon e elle canada february img width height src http www,1,feel fearless janelle mon e elle canada february img width height src http www
i need to tell someone how i feel you are gorgeous,1,need tell someone feel gorgeous
i feel rude for ignoring your plea for help and its all your fault,3,feel rude ignoring plea help fault
i never have it feels insincere and a little nosy you get a hint that something might be wrong and want to jump in and get all the details,3,never feel insincere little nosy get hint something might wrong want jump get detail
i love the museums there and although i love art i feel very dumb not knowing all of these paintings,0,love museum although love art feel dumb knowing painting
ive to admit im feeling excited yet so unprepared for the surgery,1,ive admit im feeling excited yet unprepared surgery
i feel like im so enraged,3,feel like im enraged
i feel dumb for even liking you,0,feel dumb even liking
im sure ill also feel a bit nervous,4,im sure ill also feel bit nervous
i can feel myself getting triggered by my emotional eating when i am sick with either a cold virus or just plain old stomach flu,0,feel getting triggered emotional eating sick either cold virus plain old stomach flu
i could listen for hours without feeling either threatened or the slightest bit shocked,4,could listen hour without feeling either threatened slightest bit shocked
i feel the divine envelope me when i watch literally hundreds of faithful at mass in line for eucharist hundreds of people who include professors homeless bankers students rich poor mentally ill healthy conservatives liberals gay straight sweet rude arrogant kind,1,feel divine envelope watch literally hundred faithful mass line eucharist hundred people include professor homeless banker student rich poor mentally ill healthy conservative liberal gay straight sweet rude arrogant kind
im feeling a little uptight and pinched today,4,im feeling little uptight pinched today
i like this so much but i feel like somehow this will be a term that becomes more popular in the future,1,like much feel like somehow term becomes popular future
im also feeling more energetic and able to keep going for a better part of the day,1,im also feeling energetic able keep going better part day
i feel generous this evening and id like to share a pie crust recipe to help those who have struggled with trying to make a pie,1,feel generous evening id like share pie crust recipe help struggled trying make pie
i am writing this i remember between feeling assured i wasnt dead and checking the window that me and my mom started fighting,1,writing remember feeling assured wasnt dead checking window mom started fighting
i am already feeling homesick for a country that isnt mine own,0,already feeling homesick country isnt mine
i feel so selfish but i just want to keep my baby close for awhile and not let the rest of the world in unless i feel like it,3,feel selfish want keep baby close awhile let rest world unless feel like
i liked my keyboard being kicked in my teeth and feeling lousy about myself as a writer but because i want to know how i can improve and wonder what i did wrong to earn only one star,0,liked keyboard kicked teeth feeling lousy writer want know improve wonder wrong earn one star
i feel the less successful pieces were my two front covers as the images i used here were taken from movie stills,1,feel less successful piece two front cover image used taken movie still
i have the emotions but have learned that to feel them to let myself become agitated or excited means that my heart and heat jumps the regulated limits of what can be sustained,4,emotion learned feel let become agitated excited mean heart heat jump regulated limit sustained
i feel confident that we will be blessed with other children in the lords timing,1,feel confident blessed child lord timing
i am pleased and a little disturbed i guess that these feelings of melancholy lead me right back to the thing that brings them on,0,pleased little disturbed guess feeling melancholy lead right back thing brings
i feel like it is conor at his most sincere,1,feel like conor sincere
i know i should just let the words flow like how they do when i blog but still i feel the pressure and that is making me unsure of my skills,4,know let word flow like blog still feel pressure making unsure skill
i may be feeling more generous than normal but i really think a lot of teams did well in drafting good players at good spots and filling needs,1,may feeling generous normal really think lot team well drafting good player good spot filling need
ill let you in on a few more huge dieting secrets just because im feeling very festive and giving right now,1,ill let huge dieting secret im feeling festive giving right
i feel as though you are determined to annoy me you know i dont want you listening to the radio,1,feel though determined annoy know dont want listening radio
i feel like i ll never be as graceful an,1,feel like never graceful
i am feeling stressed,0,feeling stressed
i don t feel super strongly about it,1,feel super strongly
i can feel the cold of winter,3,feel cold winter
i feel and look gorgeous beautiful and sexy,1,feel look gorgeous beautiful sexy
im feeling all triumphant you may high five me if you choose mind you ill laugh at you but,1,im feeling triumphant may high five choose mind ill laugh
i can no longer wear my t shirts without feeling like i m supporting a totally different band,1,longer wear shirt without feeling like supporting totally different band
ive been without a home without somewhere that i feel truly welcomed and safe,1,ive without home without somewhere feel truly welcomed safe
i feel more in control and less frightened about my headaches and migraine attacks excellent service,4,feel control less frightened headache migraine attack excellent service
i am feeling extremely contented with our decision to home educate,1,feeling extremely contented decision home educate
i guess the trick is i need to go in strong and get what i want and not feel bashful over it,4,guess trick need go strong get want feel bashful
i was a bit too nervous to focus on the faces and the feeling was not unpleasant i wanted to put in a joke to start with especially since it involved the key note speaker and i thought it was funny,0,bit nervous focus face feeling unpleasant wanted put joke start especially since involved key note speaker thought funny
im starting to dislike the feeling of not caring about whats going to happen tomorrow,2,im starting dislike feeling caring whats going happen tomorrow
i really dont like the whole harvest y time feel im not keen on spending my time in the morning attempting to style my hair only to have it completely ruined within a minute of walking outside into the damp air,1,really dont like whole harvest time feel im keen spending time morning attempting style hair completely ruined within minute walking outside damp air
i feel we have a wonderful thing called a minute breathing space you can stop any time in the day even when you are driving along the motorway or in the middle of an important telephone call,1,feel wonderful thing called minute breathing space stop time day even driving along motorway middle important telephone call
i then said i dont know what you believe the most important day you have ever lived is but i want to share with you what i feel the most important day of your life is,1,said dont know believe important day ever lived want share feel important day life
i feel that time frame is going properly i m keen on you plenty probably we could repeat this once more and then the lady may possibly grin at you as well as claim the girl loves as well,1,feel time frame going properly keen plenty probably could repeat lady may possibly grin well claim girl love well
i feel so bitchy suddenly,3,feel bitchy suddenly
i feel like she has taken on the role of a grandmother to me since my beloved grandma is no longer with me,1,feel like taken role grandmother since beloved grandma longer
i like to finish on a positive note that whenever i feel a bit fearful or down i can just remember something nice about me and rich and it cheers me up,4,like finish positive note whenever feel bit fearful remember something nice rich cheer
i feel defective or something,0,feel defective something
i feel really petty at the moment because i am extremely angry because im broke at the moment and it sort of pisses me off,3,feel really petty moment extremely angry im broke moment sort piss
i feel so lucky to have the opportunity to be here,1,feel lucky opportunity
i enjoy my life and wish to help as many people as possible to feel fabulous about themselves but i can only show the way,1,enjoy life wish help many people possible feel fabulous show way
i was failing to perform my expected duties and worrying about things i may have forgotten yesterday when i was starting to feel rather crappy,0,failing perform expected duty worrying thing may forgotten yesterday starting feel rather crappy
i sit here looking at the sentence i just typed i feel quite shocked,5,sit looking sentence typed feel quite shocked
i understand the feeling so i wouldnt be shocked,5,understand feeling wouldnt shocked
ive been really angry with r and i feel like an idiot for trusting him in the first place,1,ive really angry r feel like idiot trusting first place
i sighed feeling like she was doomed to fail at this sort of thing,0,sighed feeling like doomed fail sort thing
i said quietly too tired to feel anguished anything but resigned,0,said quietly tired feel anguished anything resigned
i know you do not have time to read a long email but i truly feel blessed to be a part of your remarkable journey,2,know time read long email truly feel blessed part remarkable journey
i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner,4,feel apprehensive week probably one likely unavoidably show shortcoming runner
i feel what the law states suggestions is optimistic and beneficial for employees specially all those who wish to rapidly through ramadan he or she said,1,feel law state suggestion optimistic beneficial employee specially wish rapidly ramadan said
i feel on the verge of tears from weariness i look at your sweet face and cant help but tenderly kiss your cheeks,2,feel verge tear weariness look sweet face cant help tenderly kiss cheek
i hope you can feel the presence of loved ones right by your side cheering you on and wanting the best for you cos youre not on your own you never are d,2,hope feel presence loved one right side cheering wanting best co youre never
i was feeling brave tonight so i decided to go for my nd attempt at a vlog,1,feeling brave tonight decided go nd attempt vlog
i was feeling melancholy on a cloudy rainy lonely easter sunday,0,feeling melancholy cloudy rainy lonely easter sunday
i now feel like i look really ugly some people think i look retarted,0,feel like look really ugly people think look retarted
i already feel it is for the bursts and hesitations of last year to mellow into engaged and rhythmic hops forward like his,1,already feel burst hesitation last year mellow engaged rhythmic hop forward like
i feel petty for saying shes fucked up because technically she doesnt have to get me a gift,3,feel petty saying shes fucked technically doesnt get gift
i feel like it here are ten of the many sites that keep me entertained on a daily basis,1,feel like ten many site keep entertained daily basis
i don t care what sort of bs lifestyle you think you live everyone wants to fit in and feel accepted,1,care sort b lifestyle think live everyone want fit feel accepted
i was having a horrible day and decided i would only feel better if i didnt have red hair anymore so i immedietly went to wal mart and found a box of hair color with the description soft dark brown,1,horrible day decided would feel better didnt red hair anymore immedietly went wal mart found box hair color description soft dark brown
i go to little tiny andover and take a walk at night i feel absolutely terrified,4,go little tiny andover take walk night feel absolutely terrified
i really like it a lot and think its a great fit for me and i love talking to the patients and trying to help them feel less nervous or at least that someone cares about them for a few minutes,4,really like lot think great fit love talking patient trying help feel less nervous least someone care minute
i love that she doesnt always feel brave,1,love doesnt always feel brave
i live out number two definition which is that i have already had trouble engaging in the evening so now i am feeling as if the reason the aim for which i did this was not achieved and i am now unsuccessful,0,live number two definition already trouble engaging evening feeling reason aim achieved unsuccessful
i was feeling pretty impressed with myself,5,feeling pretty impressed
i feel whos work is worthwhile in this world and actually makes me cry,1,feel who work worthwhile world actually make cry
i love autumn and everything that comes with it although i feel i am getting excited for christmas way too early this year me and my friends including a href http andthenwear,1,love autumn everything come although feel getting excited christmas way early year friend including href http andthenwear
my girlfriend sent me a letter with a shiny picture in it,1,girlfriend sent letter shiny picture
i worked today on writing and making sure the rest of the house was as perfect as i could make it to feel our own peaceful sense of order pm linda writing always makes you feel better and accomplished too,1,worked today writing making sure rest house perfect could make feel peaceful sense order pm linda writing always make feel better accomplished
im not feeling joyful or spiritually fit,1,im feeling joyful spiritually fit
i do feel jaded very often,0,feel jaded often
i feel grouchy or short tempered then the guilt kicks in,3,feel grouchy short tempered guilt kick
i feel like any time anyone gets into the ring with him they are so intimidated by his arms and legs they dont even really try,4,feel like time anyone get ring intimidated arm leg dont even really try
i feel hateful of myself for being alone,3,feel hateful alone
i feel highly burdened and incapacitated by my stupid flaring legs,0,feel highly burdened incapacitated stupid flaring leg
i feel fabulous,1,feel fabulous
i would watch him and feel frustrated he didn t realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean,3,would watch feel frustrated realize fifteen foot away ocean freaking wave crashing covering majority earth ocean
i find them downright amusing but other times i feel slugged in that vulnerable spot knowing that i ll never have a daughter,4,find downright amusing time feel slugged vulnerable spot knowing never daughter
i feel there is really no point in me loving him after getting to know his true color,2,feel really point loving getting know true color
i can wear anything and not feel bad,0,wear anything feel bad
i definitely feel like hot stuff strutting down the road in it a href http,2,definitely feel like hot stuff strutting road href http
i feel style of charming creepy macabre drinks the fountain,1,feel style charming creepy macabre drink fountain
i feel abit hopeless at times man darn itttt,0,feel abit hopeless time man darn itttt
i feel some control over caring for the little ones finances future decisions family tensions tough friendships you name it,2,feel control caring little one finance future decision family tension tough friendship name
i definitely recommend this for anyone who is feeling depressed or anxious,0,definitely recommend anyone feeling depressed anxious
i feel like im still just caught in the rat race living a morally acceptable life without actually doing anything to serve you or live from a fire consuming heart,1,feel like im still caught rat race living morally acceptable life without actually anything serve live fire consuming heart
i feel awfully blessed,1,feel awfully blessed
i am feeling a little less delicate i will attempt to clean up this hovel,2,feeling little less delicate attempt clean hovel
when my beloved grandfather died,0,beloved grandfather died
i feel my heart is in your hands your love is all that i demand so give me a chance to show you sweet romance a href http creativecommons,2,feel heart hand love demand give chance show sweet romance href http creativecommons
im happy to have this in my kitchen but it feels like someone rushed this out and cut corners,3,im happy kitchen feel like someone rushed cut corner
i feel tat all of us in this world are clever just depending on how u are born if u are born to be errrr not good but it will still would have some good things that u have it just that u dun realise it lol i noe its quite lame hope no one have read it img src http shared,1,feel tat u world clever depending u born u born errrr good still would good thing u u dun realise lol noe quite lame hope one read img src http shared
i do not believe there is any child that deep in the depths of their soul does not feel a longing for their mother,2,believe child deep depth soul feel longing mother
i feel like this another one of the more underrated records on the album not going to be the most popular but an amazing record nonetheless,1,feel like another one underrated record album going popular amazing record nonetheless
i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me,4,feel doubtful even struggling bit faith even time seem dark feel alone know god
i feel awful that these thoughts are running around in my head but i can t help it,0,feel awful thought running around head help
i feel inside of me that it was not in vain,0,feel inside vain
i feel overwhelmed and humbled but i am alive to keep slugging and i m grateful for the chance,5,feel overwhelmed humbled alive keep slugging grateful chance
i keep feeling that sometimes one just has to fake it till they make it,0,keep feeling sometimes one fake till make
i didn t feel smug as i added the hardships of the last five years and rounded off the sum to a nice even number,1,feel smug added hardship last five year rounded sum nice even number
i normally associate with a tough workout moving from side to side in bed has become more of an effort my sleep is pretty interrupted and uncomfortable in general although much better with the aid of a benadryl and there are times when i feel like i could never be energetic again,1,normally associate tough workout moving side side bed become effort sleep pretty interrupted uncomfortable general although much better aid benadryl time feel like could never energetic
i just naturally feel like i m a better player,1,naturally feel like better player
i feel angered by this,3,feel angered
i go into work when im feeling low ill only feel worse all or nothing thinking e,0,go work im feeling low ill feel worse nothing thinking e
i feel fantastic and i find that i have a renewed sense of strength and endurance,1,feel fantastic find renewed sense strength endurance
i know someone who needs to feel respected above all else who maybe deep down worries hes not worthy of that respect because hes insecure about where he comes from,1,know someone need feel respected else maybe deep worry he worthy respect he insecure come
i have found this site to be a huge help to keep my in the moment when im feeling stressed or missing drinking,0,found site huge help keep moment im feeling stressed missing drinking
i feel that there is something valuable about herzog s study particularly as it relates to the idea of art and media influencing society and culture,1,feel something valuable herzog study particularly relates idea art medium influencing society culture
i can sit out on my deck and soak up warmth and sun and sometimes it feels ok that the world is still standing even though i am not,1,sit deck soak warmth sun sometimes feel ok world still standing even though
i think i might be lacking in judgment about what matters and what doesnt but why do i feel like this is just going to go away in the most unfortunate regretful way possible,0,think might lacking judgment matter doesnt feel like going go away unfortunate regretful way possible
i turn feeling ridiculously awkward and very self conscious to face zayne,0,turn feeling ridiculously awkward self conscious face zayne
i want to feel energetic again and when i do just that bit of exercise every day be it minutes i feel more awake energized and more focused,1,want feel energetic bit exercise every day minute feel awake energized focused
i feel fucked is available to pre order from a href http churchoffuck,3,feel fucked available pre order href http churchoffuck
i already feel myself becoming more casual in my fandom,1,already feel becoming casual fandom
i kept doing research on bathroom renovations and all that research just resulted in me feeling more confused than ever about to how to go about tackling what to me felt like a mammoth task,4,kept research bathroom renovation research resulted feeling confused ever go tackling felt like mammoth task
i can be as kind as an angel but sometimes i can also be as mean as a devil i used to use harsh words when i feel irritated,3,kind angel sometimes also mean devil used use harsh word feel irritated
i want to feel and maybe something i am feeling convinced myself of the nvm state of mind i am in after due deliberations,1,want feel maybe something feeling convinced nvm state mind due deliberation
im a firm believer that nothing makes a woman feel much more terrific than a great trip to the salon to lift her spirits a bit,1,im firm believer nothing make woman feel much terrific great trip salon lift spirit bit
i always feel invigorated while listening to her that we can win this war against predatory school deform,1,always feel invigorated listening win war predatory school deform
i an asylum seeker who i don t know how they live in this country without feeling assaulted,4,asylum seeker know live country without feeling assaulted
i often feel that i m being submissive by not being open and honest about my desires and needs on a regular basis,0,often feel submissive open honest desire need regular basis
i feel the calm,1,feel calm
ive been feeling reluctant intermittent and lacklustre to pen my thoughts down,4,ive feeling reluctant intermittent lacklustre pen thought
i feel very numb at the moment,0,feel numb moment
i think i am still feeling a little groggy from that,0,think still feeling little groggy
i feel like im a violent mother,3,feel like im violent mother
i sure feel sorry for what happened to your friend diego he was your friend right,0,sure feel sorry happened friend diego friend right
i write this i still have that vaguely spacy feeling and im not sure ill be an effective human being,1,write still vaguely spacy feeling im sure ill effective human
i were to ever get married i d have everything ready to offer to him because i ve got it together and when i do go out to clubs even the perfect good looking guys feel intimated after talking to me about my clever self,1,ever get married everything ready offer got together go club even perfect good looking guy feel intimated talking clever self
i feel like i cant take it anymore i told my boyfriend and he is furious,3,feel like cant take anymore told boyfriend furious
ive found myself feeling low and at other times sad,0,ive found feeling low time sad
i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine,0,woke feeling pretty rotten weekend morning even though yesterday felt fine
i am nauseous and dizzy and feel all gloomy or at least not attached to my body anymore,0,nauseous dizzy feel gloomy least attached body anymore
i have been struggling with this feeling of being damaged,0,struggling feeling damaged
i am not in general feeling particularly virtuous this month,1,general feeling particularly virtuous month
im feeling adventurous and my laundry hamper,1,im feeling adventurous laundry hamper
i feel blessed to have had years with him and i am thankful for all i learned from him,1,feel blessed year thankful learned
i still pretty much feel ashamed and i m certain i m disappointed in my weaknesses i know for fact i am angry and upset and that s just for one situation,0,still pretty much feel ashamed certain disappointed weakness know fact angry upset one situation
i feel less valued cause i dont look good,1,feel less valued cause dont look good
i can feel their joy and excitement for the opportunity to receive these vital ordinances,1,feel joy excitement opportunity receive vital ordinance
i feel that phrase implies a calm orderly procession in which i would remove the refuse from my,1,feel phrase implies calm orderly procession would remove refuse
i can eat but allow myself one naughty item of my choice to avoid feeling deprived,0,eat allow one naughty item choice avoid feeling deprived
i proclaim to have lost a bit of my sanity and feel so shaky,4,proclaim lost bit sanity feel shaky
i am feeling rather delicate due to alot of white wine and a considerable amount of dancing one of my best friends ended up in a amp e due to a fractured wrist caused by excessive dancing,2,feeling rather delicate due alot white wine considerable amount dancing one best friend ended amp e due fractured wrist caused excessive dancing
i was told to do it continues and the fact i feel fear frightened correction terrified of what is next,4,told continues fact feel fear frightened correction terrified next
i feel uncomfortable with the fact i am so powerless at the moment,4,feel uncomfortable fact powerless moment
as a child i suffered of nightmares even since than,4,child suffered nightmare even since
i feel resentful and really work that resentment until i blow up,3,feel resentful really work resentment blow
i just feel so fucked up these days,3,feel fucked day
i worked out monday and tuesday but i was feeling so crappy on wednesday that i went home and decided to make it a rest day,0,worked monday tuesday feeling crappy wednesday went home decided make rest day
i feel that each point is equally important than each,1,feel point equally important
i spent all day the other day feeling very morose because every once in awhile it would hit me that hilmari is dead,0,spent day day feeling morose every awhile would hit hilmari dead
i feel so gloomy this independence day,0,feel gloomy independence day
i feel almost embarrassed at my own contribution because its ridiculously unsophisticated and it is pretty much immune to alteration by any of the things that are happening here,0,feel almost embarrassed contribution ridiculously unsophisticated pretty much immune alteration thing happening
i am in no way complaining or whining or feeling ungrateful,0,way complaining whining feeling ungrateful
i am very fascinated by it and don t feel so uptight by the many challenges life has because of it,4,fascinated feel uptight many challenge life
i feel better now,1,feel better
i dont know what crazy girl i think her name was katja does for a living i feel like she should just do what i do in real life and be some sort of disheartened disallusioned clerk,0,dont know crazy girl think name katja living feel like real life sort disheartened disallusioned clerk
i want to feel like i m reading something worthwhile,1,want feel like reading something worthwhile
i felt low at this point with missing people i know and i love but feeling helpless to do it,4,felt low point missing people know love feeling helpless
i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable,4,remember beauty truly eye beholder people see beautiful compliment statement valuable find person people want kick someone feeling vulnerable
i am thinking about everyones future and not my own i feel so alone useless and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else,0,thinking everyones future feel alone useless wondering hell wrong feel like roommate nothing else
i know they mean no harm but i cant help but feel offended,3,know mean harm cant help feel offended
i feel i was intimidated by the college and people at home,4,feel intimidated college people home
i feel like i m in a band that broke up without telling me and now i am fighting to keep everyone together even though they want no part in it,0,feel like band broke without telling fighting keep everyone together even though want part
ive been having trouble sleeping my anxiety is causing my social life to suffer i lack the motivation that used to drive me work is quickly becoming a chore where i was once satisfied and i feel dull and uninteresting,0,ive trouble sleeping anxiety causing social life suffer lack motivation used drive work quickly becoming chore satisfied feel dull uninteresting
i feel like reading anansi boys again its gorgeous,1,feel like reading anansi boy gorgeous
i feel so violent but im a paper tiger,3,feel violent im paper tiger
i feel a bit ashamed that its taken us nearly a month to build this thing but with nathans crazy work schedule and my limited abilities with power tools we were only able to work on it for short spurts at a time,0,feel bit ashamed taken u nearly month build thing nathans crazy work schedule limited ability power tool able work short spurt time
i feel useless standing on the sidelines like a wet lettuce while someone does something i am quite capable of,0,feel useless standing sideline like wet lettuce someone something quite capable
im feeling the need to mellow out i find something on the ipod that suits me or when im ready to pump it up ive always got a go to tune or two to get me reved up,1,im feeling need mellow find something ipod suit im ready pump ive always got go tune two get reved
i feel like i have been emotionally beaten to a pulp,0,feel like emotionally beaten pulp
i go to my son s conference next week and i am already feeling nervous and apprehensive,4,go son conference next week already feeling nervous apprehensive
i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life,3,feel disgusted continuing something want life
i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared,3,intensely conscious much cash left gas food envelope still intended save next week help feel stressed scared
i feel all mellow and calm,1,feel mellow calm
im feeling a little more adventurous,1,im feeling little adventurous
i just feel really lame,0,feel really lame
i leave them i feel invigorated,1,leave feel invigorated
